House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
5,Martin Path,Dean,Preston,3,Son,NA,Male,Child,None,NA
7,Kelly Shoals,Ben,Khan,3,Son,NA,Male,Child,None,NA
40,Taurus Lodge,Owen,Elliott,3,Son,NA,Male,Child,None,NA
5,Bletchley Lodge,Gail,West,3,Daughter,NA,Female,Child,None,NA
8,Taylor Islands,June,Bull,3,Daughter,NA,Female,Child,None,NA
3,Egbert Key,Leslie,Rhodes,3,Son,NA,Male,Child,None,NA
4,Egbert Key,Thomas,Riley,3,Son,NA,Male,Child,None,NA
9,Egbert Key,Joel,Chapman,3,Son,NA,Male,Child,None,NA
14,CherryChestnut Street,Vincent,Pearce,3,Son,NA,Male,Child,None,NA
42,CherryChestnut Street,Helen,Rogers,3,Daughter,NA,Female,Child,None,NA
42,CherryChestnut Street,Lindsey,Rogers,3,Daughter,NA,Female,Child,None,NA
54,CherryChestnut Street,Jack,Davey,3,Son,NA,Male,Child,None,NA
13,Rhubarb Tunnel,Liam,Dawson,3,Son,NA,Male,Child,None,NA
31,Rhubarb Tunnel,Aimee,Bowen,3,Daughter,NA,Female,Child,None,NA
44,Rhubarb Tunnel,Douglas,Freeman,3,Grandson,NA,Male,Child,None,NA
28,Brightonshot Lane,Ben,Duffy,3,Grandson,NA,Male,Child,None,NA
49,Brightonshot Lane,Paige,Wood,3,Daughter,NA,Female,Child,None,NA
5,Marsh Lights,Sean,Owens,3,Son,NA,Male,Child,None,NA
14,Marsh Lights,Clare,Morris,3,Daughter,NA,Female,Child,None,NA
24,Marsh Lights,Victoria,Davies,3,Daughter,NA,Female,Child,None,NA
5,Silver Road,Hannah,Thornton,3,Daughter,NA,Female,Child,None,NA
5,Dale Glens,Leonard,Davies-Morgan,3,Son,NA,Male,Child,None,NA
49,Smith Mountain,Lynda,Nelson,3,Daughter,NA,Female,Child,None,NA
1,Kelly Dale,Shaun,Wood,3,Son,NA,Male,Child,None,NA
12,Kelly Dale,Leigh,Norris,3,Son,NA,Male,Child,None,NA
19,Kelly Dale,Max,Slater,3,Son,NA,Male,Child,None,NA
19,Kelly Dale,Damien,Slater,3,Son,NA,Male,Child,None,NA
30,Kelly Dale,Dawn,Reynolds,3,Daughter,NA,Female,Child,None,NA
35,Cook Plaza,Amber,Smith,3,Daughter,NA,Female,Child,None,NA
52,Cook Plaza,Lynda,Townsend,3,Daughter,NA,Female,Child,None,NA
76,Cook Plaza,Lewis,Thomas-Joyce,3,Son,NA,Male,Child,None,NA
83,Cook Plaza,Jeremy,Power,3,Son,NA,Male,Child,None,NA
101,Cook Plaza,Abdul,Watson,3,Son,NA,Male,Child,None,NA
114,Cook Plaza,Rachael,Shaw,3,Daughter,NA,Female,Child,None,NA
115,Cook Plaza,Dale,Winter,3,Step-Son,NA,Male,Child,None,NA
132,Cook Plaza,Henry,Turner,3,Son,NA,Male,Child,None,NA
136,Cook Plaza,Elizabeth,Smith,3,Daughter,NA,Female,Child,None,NA
138,Cook Plaza,Hayley,Walker,3,Daughter,NA,Female,Child,None,NA
150,Cook Plaza,Phillip,Hill,3,Son,NA,Male,Child,None,NA
177,Cook Plaza,Liam,Smith,3,Son,NA,Male,Child,None,NA
11,Metcalfe Forks,Mohammad,Williams,3,Son,NA,Male,Child,None,NA
23,Horseshoe Drive,Daniel,Ellis,3,Grandson,NA,Male,Child,None,NA
1,Miller Crescent,Melissa,Fletcher-Gardner,3,Daughter,NA,Female,Child,None,NA
8,Bank Street,Kevin,Davies,3,Son,NA,Male,Child,None,NA
25,Ford Oval,Mitchell,Begum,3,Son,NA,Male,Child,None,NA
1,Harris Harbor,Jean,Thomas,3,Step-Daughter,NA,Female,Child,None,NA
10,Severn Plain,Ashleigh,Dean,3,Daughter,NA,Female,Child,None,NA
1,Conifer Drive,Eric,Smith,3,Son,NA,Male,Child,None,NA
16,King Walks,Susan,Boyle,3,Daughter,NA,Female,Child,None,NA
35,King Walks,Wayne,Hunter,3,Son,NA,Male,Child,None,NA
49,Willis Avenue,Michelle,Collins,3,Daughter,NA,Female,Child,None,NA
75,Willis Avenue,Christian,Flynn,3,Son,NA,Male,Child,None,NA
121,Willis Avenue,Olivia,Jones,3,Daughter,NA,Female,Child,None,NA
124,Willis Avenue,Leslie,Williams-Fowler,3,Son,NA,Male,Child,None,NA
138,Willis Avenue,Harriet,Jones,3,Granddaughter,NA,Female,Child,None,NA
166,Willis Avenue,Joshua,Doherty,3,Son,NA,Male,Child,None,NA
34,Taurus Garden,Natalie,Robertson,3,Daughter,NA,Female,Child,None,NA
8,Eastdeal Lane,Connor,Walton-Evans,3,Son,NA,Male,Child,None,NA
72,Iqbal Shoals,Susan,Young,3,Daughter,NA,Female,Child,None,NA
75,Iqbal Shoals,Hilary,Brown,3,Daughter,NA,Female,Child,None,NA
119,Iqbal Shoals,Marion,Wheeler,3,Daughter,NA,Female,Child,None,NA
10,Hunters Parkway,Gillian,Horton,3,Daughter,NA,Female,Child,None,NA
13,Hunters Parkway,Patrick,Butler,3,Son,NA,Male,Child,None,NA
26,Hunters Parkway,Adam,Whittaker,3,Son,NA,Male,Child,None,NA
31,Hunters Parkway,Danny,Wheeler,3,Son,NA,Male,Child,None,NA
35,Hunters Parkway,Victoria,Quinn,3,Daughter,NA,Female,Child,None,NA
31,Bank Burg,Lawrence,Watson,3,Son,NA,Male,Child,None,NA
38,Bank Burg,Christian,Stewart,3,Son,NA,Male,Child,None,NA
33,Reynolds Highway,Fiona,Stone,3,Daughter,NA,Female,Child,None,NA
4,ExcaliburBells Dam,Clive,Henderson,3,Son,NA,Male,Child,None,NA
1,Smith Barn,Rachael,Smith-Ball,3,Daughter,NA,Female,Child,None,NA
1,Rhubarb Drive,Sophie,Hall,4,Daughter,NA,Female,Child,None,NA
4,Rhubarb Drive,Garry,Hill-Gardner,4,Son,NA,Male,Child,None,NA
10,Rhubarb Drive,Denis,Higgins,4,Son,NA,Male,Child,None,NA
16,Rhubarb Drive,Judith,Hancock,4,Daughter,NA,Female,Child,None,NA
25,Rhubarb Drive,Pamela,Ali,4,Granddaughter,NA,Female,Child,None,NA
15,Wallis Rapids,Marcus,Walker,4,Son,NA,Male,Child,None,NA
26,Wallis Rapids,Dominic,West-James,4,Son,NA,Male,Child,None,NA
56,Wallis Rapids,Francis,Green,4,Son,NA,Male,Child,None,NA
62,Wallis Rapids,Liam,Stevens,4,Son,NA,Male,Child,None,NA
3,West Lane,Kayleigh,Williams,4,Daughter,NA,Female,Child,None,NA
29,Pisces Road,Paige,Alexander-Robinson,4,Daughter,NA,Female,Child,None,NA
14,Winterbarrier Street,Marc,Griffiths,4,Son,NA,Male,Child,None,NA
17,Inner Street,Geraldine,Jones,4,Daughter,NA,Female,Child,None,NA
38,Richardson Street,Mary,Allen,4,Daughter,NA,Female,Child,None,NA
46,Richardson Street,Shannon,Davies,4,Daughter,NA,Female,Child,None,NA
56,Richardson Street,Geoffrey,Collier-Jenkins,4,Adopted Son,NA,Male,Child,None,NA
96,Richardson Street,Benjamin,Holt,4,Son,NA,Male,Child,None,NA
98,Richardson Street,Jenna,Dale,4,Daughter,NA,Female,Child,None,NA
116,Richardson Street,Bethan,Potts,4,Granddaughter,NA,Female,Child,Physical Disability,NA
19,Armagh Crescent,Justin,Williams,4,Son,NA,Male,Child,None,NA
23,Armagh Crescent,Martyn,Watkins,4,Grandson,NA,Male,Child,None,NA
26,Armagh Crescent,Lorraine,Taylor,4,Daughter,NA,Female,Child,None,NA
17,Mitchell Loaf,Neil,Foster,4,Son,NA,Male,Child,None,NA
25,Mitchell Loaf,Abdul,Watson,4,Son,NA,Male,Child,None,NA
25,Mitchell Loaf,Mary,Watson,4,Daughter,NA,Female,Child,None,NA
6,Love Square,Victoria,Woods,4,Daughter,NA,Female,Child,None,NA
6,Webb Parkway,Andrea,Thornton,4,Daughter,NA,Female,Child,None,NA
2,Gwent Crossing,Lindsey,Watkins,4,Step-Daughter,NA,Female,Child,None,NA
48,Anvil Crescent,Danny,O'Sullivan,4,Son,NA,Male,Child,None,NA
48,Anvil Crescent,Ryan,O'Sullivan,4,Son,NA,Male,Child,None,NA
21,Farthing Avenue,Dylan,Adams,4,Grandson,NA,Male,Child,None,NA
4,Coin Street,Craig,Burns,4,Son,NA,Male,Child,None,NA
8,Green Squares,David,Ford,4,Son,NA,Male,Child,None,NA
16,Green Squares,Olivia,Newman,4,Daughter,NA,Female,Child,None,NA
17,Green Squares,Sam,Morgan,4,Son,NA,Male,Child,None,NA
17,Green Squares,Patrick,Morgan,4,Son,NA,Male,Child,None,NA
28,Green Squares,Clare,Thornton,4,Daughter,NA,Female,Child,None,NA
51,Green Squares,Natasha,Harper,4,Daughter,NA,Female,Child,None,NA
55,Green Squares,Ryan,Griffiths,4,Son,NA,Male,Child,None,NA
60,Green Squares,Darren,Moore,4,Son,NA,Male,Child,None,NA
66,Green Squares,Allan,Knight,4,Son,NA,Male,Child,None,NA
67,Green Squares,Brandon,Phillips,4,Son,NA,Male,Child,None,NA
74,Green Squares,Denise,Morris,4,Daughter,NA,Female,Child,None,NA
100,Green Squares,Mohammed,Lynch,4,Son,NA,Male,Child,None,NA
106,Green Squares,Rebecca,Dickinson,4,Daughter,NA,Female,Child,None,NA
126,Green Squares,Fiona,Lee-Davies,4,Daughter,NA,Female,Child,None,NA
135,Green Squares,Chelsea,Osborne,4,Daughter,NA,Female,Child,None,NA
184,Green Squares,Matthew,Adams,4,Son,NA,Male,Child,None,NA
215,Green Squares,Rhys,Baldwin,4,Son,NA,Male,Child,None,NA
6,Martin Path,Trevor,Rowe,4,Son,NA,Male,Child,None,NA
29,Martin Path,Francesca,Watson,4,Daughter,NA,Female,Child,None,NA
29,Martin Path,Michael,Watson,4,Son,NA,Male,Child,None,NA
15,CherryChestnut Street,Frances,Morris,4,Granddaughter,NA,Female,Child,None,NA
18,CherryChestnut Street,Lydia,Patel,4,Adopted Daughter,NA,Female,Child,None,NA
31,CherryChestnut Street,Olivia,Griffin,4,Daughter,NA,Female,Child,None,NA
13,Rhubarb Tunnel,Terence,Dawson,4,Son,NA,Male,Child,None,NA
14,Perth Lane,Jay,Butler,4,Son,NA,Male,Child,None,NA
4,Marsh Lights,Dean,Owens,4,Son,NA,Male,Child,None,NA
9,Marsh Lights,Raymond,Davis,4,Son,NA,Male,Child,None,NA
29,Marsh Lights,Gerald,Fraser,4,Son,NA,Male,Child,None,NA
21,Smith Mountain,Emma,Anderson,4,Daughter,NA,Female,Child,None,NA
3,Kaur Square,Kyle,Walker,4,Son,NA,Male,Child,None,NA
16,Kelly Dale,Nathan,Moore,4,Son,NA,Male,Child,None,NA
26,Singh Plaza,Dorothy,Bryan,4,Daughter,NA,Female,Child,None,NA
35,Singh Plaza,Jill,Clayton,4,Daughter,NA,Female,Child,None,NA
12,Cook Plaza,Nathan,Bentley,4,Son,NA,Male,Child,None,NA
15,Cook Plaza,Brett,Birch,4,Son,NA,Male,Child,None,NA
33,Cook Plaza,Rebecca,Hamilton,4,Daughter,NA,Female,Child,None,NA
48,Cook Plaza,Guy,Jones,4,Son,NA,Male,Child,None,NA
73,Cook Plaza,Jake,Evans,4,Son,NA,Male,Child,None,NA
75,Cook Plaza,Margaret,Rogers,4,Daughter,NA,Female,Child,None,NA
82,Cook Plaza,Carol,Armstrong,4,Daughter,NA,Female,Child,None,NA
83,Cook Plaza,Alexandra,Power,4,Daughter,NA,Female,Child,None,NA
136,Cook Plaza,Gavin,Smith,4,Son,NA,Male,Child,None,NA
150,Cook Plaza,Graham,Hill,4,Son,NA,Male,Child,None,NA
164,Cook Plaza,Frederick,Murray,4,Son,NA,Male,Child,None,NA
5,Brick Crescent,Marian,Hill,4,Daughter,NA,Female,Child,None,NA
14,Brick Crescent,Joanne,Thomas,4,Daughter,NA,Female,Child,None,NA
3,Miller Crescent,Conor,Williams,4,Son,NA,Male,Child,None,NA
4,Miller Crescent,Joyce,Jones,4,Daughter,NA,Female,Child,None,NA
20,Bank Street,Carly,Davies,4,Daughter,NA,Female,Child,None,NA
31,Bank Street,Megan,Nash,4,Daughter,NA,Female,Child,None,NA
39,Bank Street,Jade,Baker,4,Daughter,NA,Female,Child,None,NA
39,Bank Street,Justin,Baker,4,Son,NA,Male,Child,None,NA
40,Bank Street,Danielle,Wilson,4,Daughter,NA,Female,Child,None,NA
14,Poundsalt Crescent,Clifford,Watson,4,Son,NA,Male,Child,None,NA
23,Ford Oval,Stacey,Evans,4,Daughter,NA,Female,Child,None,NA
2,McLean Street,Chelsea,Mitchell,4,Daughter,NA,Female,Child,None,NA
27,McLean Street,Tom,Jones,4,Son,NA,Male,Child,None,NA
7,Taurus Drive,Damien,Stanley,4,Son,NA,Male,Child,None,NA
18,Taurus Drive,Catherine,Pearson,4,Daughter,NA,Female,Child,None,NA
5,Conifer Drive,Lindsey,Green,4,Daughter,NA,Female,Child,None,NA
16,Conifer Drive,Jack,Wilson,4,Son,NA,Male,Child,None,NA
16,Conifer Drive,Gavin,Wilson,4,Son,NA,Male,Child,None,NA
6,King Walks,Deborah,Reynolds-Russell,4,Daughter,NA,Female,Child,None,NA
33,King Walks,Lynda,Jones,4,Daughter,NA,Female,Child,None,NA
3,Willis Avenue,Andrea,Smith,4,Daughter,NA,Female,Child,None,NA
46,Willis Avenue,Russell,Brown,4,Grandson,NA,Male,Child,None,NA
46,Willis Avenue,Matthew,Stewart,4,Grandson,NA,Male,Child,None,NA
47,Willis Avenue,Mary,Marshall,4,Daughter,NA,Female,Child,None,NA
68,Willis Avenue,Harriet,Cooper,4,Daughter,NA,Female,Child,None,NA
115,Willis Avenue,Victor,Parsons,4,Nephew,NA,Male,Child,None,NA
133,Willis Avenue,Victoria,Fowler,4,Granddaughter,NA,Female,Child,None,NA
175,Willis Avenue,Brian,Stanley,4,Son,NA,Male,Child,None,NA
178,Willis Avenue,Joan,Saunders,4,Daughter,NA,Female,Child,None,NA
10,Woods Courts,Sophie,Curtis,4,Daughter,NA,Female,Child,None,NA
14,Woods Courts,Elaine,Watson,4,Daughter,NA,Female,Child,None,NA
38,Hunters Parkway,Vanessa,Bowen-Hurst,4,Daughter,NA,Female,Child,None,NA
31,Bank Burg,Naomi,Watson,4,Daughter,NA,Female,Child,None,NA
2,Reynolds Highway,Joseph,Thomas,4,Son,NA,Male,Child,None,NA
11,Reynolds Highway,Keith,Barker,4,Son,NA,Male,Child,None,NA
2,ExcaliburBells Dam,Leon,Jones,4,Son,NA,Male,Child,None,NA
7,ExcaliburBells Dam,Duncan,Ashton,4,Grandson,NA,Male,Child,None,NA
1,Knowles Tower,Sarah,Chadwick,4,Daughter,NA,Female,Child,None,NA
1,Bishop Obervatory,Rebecca,Knight,4,Daughter,NA,Female,Child,None,NA
1,Smith Barn,Hannah,Smith-Ball,4,Daughter,NA,Female,Child,None,NA
1,Rhubarb Drive,Nathan,Hall,5,Son,NA,Male,Student,None,NA
5,Rhubarb Drive,Jade,Jones,5,Granddaughter,NA,Female,Student,None,NA
5,Rhubarb Drive,Bernard,Jones,5,Grandson,NA,Male,Student,None,NA
40,Rhubarb Drive,Hazel,Butcher,5,Daughter,NA,Female,Student,None,NA
31,Moran Mission,Conor,Herbert,5,Son,NA,Male,Student,None,NA
10,Wallis Rapids,Judith,White,5,Daughter,NA,Female,Student,None,NA
27,Wallis Rapids,Kenneth,Burton,5,Adopted Son,NA,Male,Student,None,NA
33,Wallis Rapids,Tracy,Jackson,5,Daughter,NA,Female,Student,None,NA
52,Wallis Rapids,Leah,Walker,5,Granddaughter,NA,Female,Student,None,NA
79,Wallis Rapids,Kerry,Martin,5,Granddaughter,NA,Female,Student,None,NA
83,Wallis Rapids,Jade,Blake-O'Connor,5,Daughter,NA,Female,Student,None,NA
7,West Lane,Ryan,Pearson,5,Grandson,NA,Male,Student,None,NA
9,West Lane,Simon,Smith,5,Son,NA,Male,Student,None,NA
15,Pisces Road,Eileen,Hughes,5,Daughter,NA,Female,Student,None,NA
20,Pisces Road,Glen,Morton,5,Son,NA,Male,Student,None,NA
29,Pisces Road,Allan,Alexander-Robinson,5,Son,NA,Male,Student,None,NA
11,Winterbarrier Street,Hugh,Waters,5,Son,NA,Male,Student,None,NA
3,Willis Springs,Jayne,Grant,5,Granddaughter,NA,Female,Student,None,NA
9,Richardson Street,Kayleigh,Hill,5,Daughter,NA,Female,Student,None,NA
9,Richardson Street,Pamela,Hill,5,Daughter,NA,Female,Student,None,NA
105,Richardson Street,Craig,Jackson,5,Son,NA,Male,Student,None,NA
108,Richardson Street,Sara,Parsons,5,Daughter,NA,Female,Student,None,NA
11,Cancer Lane,Sandra,Marshall,5,Daughter,NA,Female,Student,None,NA
14,Armagh Crescent,Andrea,Day,5,Daughter,NA,Female,Student,None,NA
30,Armagh Crescent,Michael,Lawrence,5,Son,NA,Male,Student,None,NA
17,Tiger Point,Ross,Hill,5,Grandson,NA,Male,Student,None,NA
5,Love Square,Craig,Clarke,5,Grandson,NA,Male,Student,None,NA
14,Webb Parkway,Cameron,Fletcher,5,Son,NA,Male,Student,None,NA
23,Webb Parkway,Ricky,Hall,5,Son,NA,Male,Student,None,NA
37,Orchard Crescent,Molly,Hall,5,Daughter,NA,Female,Student,None,NA
21,Anvil Crescent,Bryan,Wilson,5,Son,NA,Male,Student,None,NA
8,Coin Street,Ellie,Phillips,5,Daughter,NA,Female,Student,None,NA
25,Coin Street,Jamie,Williams,5,Son,NA,Male,Student,None,NA
8,Green Squares,Deborah,Ford,5,Daughter,NA,Female,Student,None,NA
20,Green Squares,Tom,Tomlinson,5,Adopted Son,NA,Male,Student,None,NA
44,Green Squares,Janet,Rogers,5,Daughter,NA,Female,Student,None,NA
70,Green Squares,Duncan,Gray,5,Son,NA,Male,Student,None,NA
70,Green Squares,Chelsea,Gray,5,Daughter,NA,Female,Student,None,NA
82,Green Squares,Clare,Hodgson,5,Daughter,NA,Female,Student,None,NA
95,Green Squares,Charlie,Morris,5,Son,NA,Male,Student,None,NA
100,Green Squares,Catherine,Lynch,5,Daughter,NA,Female,Student,None,NA
117,Green Squares,Frederick,Welch,5,Step-Son,NA,Male,Student,None,NA
117,Green Squares,Toby,Welch,5,Step-Son,NA,Male,Student,None,NA
131,Green Squares,Aimee,Shaw,5,Daughter,NA,Female,Student,None,NA
159,Green Squares,Gerald,Rogers,5,Son,NA,Male,Student,None,NA
175,Green Squares,Elliot,Wood,5,Son,NA,Male,Student,None,NA
183,Green Squares,Aaron,Kennedy-Hughes,5,Son,NA,Male,Student,Physical Disability,NA
5,Martin Path,Marcus,Preston,5,Son,NA,Male,Student,None,NA
5,Taurus Lodge,Donna,Mason,5,Daughter,NA,Female,Student,None,NA
5,Egbert Key,Natasha,Sims-Harrison,5,Daughter,NA,Female,Student,None,NA
13,Egbert Key,Harriet,Wood,5,Granddaughter,NA,Female,Student,None,NA
18,Egbert Key,Kathryn,King,5,Daughter,NA,Female,Student,None,NA
1,CherryChestnut Street,Geoffrey,Wilson,5,Son,NA,Male,Student,None,NA
15,CherryChestnut Street,Brenda,Morris,5,Granddaughter,NA,Female,Student,None,NA
18,CherryChestnut Street,Megan,Patel,5,Daughter,NA,Female,Student,None,NA
28,CherryChestnut Street,Clifford,Harris,5,Son,NA,Male,Student,None,NA
29,CherryChestnut Street,Keith,Matthews,5,Son,NA,Male,Student,None,NA
38,CherryChestnut Street,Katy,Johnston,5,Daughter,NA,Female,Student,None,NA
25,Rhubarb Tunnel,Karen,Ward-Williams,5,Daughter,NA,Female,Student,None,NA
25,Rhubarb Tunnel,Lynne,Ward-Williams,5,Daughter,NA,Female,Student,None,NA
39,Rhubarb Tunnel,Elliot,Hunter,5,Son,NA,Male,Student,None,NA
39,Rhubarb Tunnel,Sally,Hunter,5,Daughter,NA,Female,Student,None,NA
50,Brightonshot Lane,Sheila,Booth,5,Daughter,NA,Female,Student,None,NA
29,Marsh Lights,Alison,Fraser,5,Daughter,NA,Female,Student,None,NA
31,Marsh Lights,Paula,Baker,5,Daughter,NA,Female,Student,None,NA
49,Smith Mountain,Justin,Nelson,5,Son,NA,Male,Student,None,NA
24,Arthur Street,Wayne,West,5,Son,NA,Male,Student,None,NA
27,Arthur Street,Glenn,Owen,5,Son,NA,Male,Student,None,NA
39,Arthur Street,Iain,Lloyd,5,Son,NA,Male,Student,None,NA
45,Arthur Street,Dennis,Winter,5,Grandson,NA,Male,Student,None,NA
3,Kelly Dale,Hugh,Sharp,5,Son,NA,Male,Student,None,NA
23,Kelly Dale,Valerie,Williams,5,Daughter,NA,Female,Student,None,NA
5,Singh Plaza,Kerry,Wood,5,Daughter,NA,Female,Student,None,NA
21,Singh Plaza,Grace,Knowles,5,Daughter,NA,Female,Student,None,NA
13,Horse Village,Sam,Roberts,5,Son,NA,Male,Student,None,NA
9,Cook Plaza,Sam,Cross,5,Son,NA,Male,Student,None,NA
19,Cook Plaza,Shane,Williams,5,Son,NA,Male,Student,None,NA
34,Cook Plaza,Brett,Mistry,5,Adopted Son,NA,Male,Student,None,NA
65,Cook Plaza,Conor,Jones,5,Grandson,NA,Male,Student,None,NA
71,Cook Plaza,Marie,Burton,5,Daughter,NA,Female,Student,None,NA
106,Cook Plaza,Deborah,Allen,5,Daughter,NA,Female,Student,None,NA
108,Cook Plaza,Kelly,Rhodes,5,Daughter,NA,Female,Student,None,NA
116,Cook Plaza,Natalie,Hart,5,Daughter,NA,Female,Student,None,NA
127,Cook Plaza,John,Myers,5,Son,NA,Male,Student,None,NA
138,Cook Plaza,Denise,Walker,5,Daughter,NA,Female,Student,None,NA
149,Cook Plaza,Arthur,Roberts,5,Son,NA,Male,Student,None,NA
153,Cook Plaza,Patrick,Ellis,5,Son,NA,Male,Student,None,NA
166,Cook Plaza,Owen,Gould,5,Son,NA,Male,Student,None,NA
166,Cook Plaza,Robert,Gould,5,Son,NA,Male,Student,None,NA
14,Metcalfe Forks,Scott,Allen,5,Son,NA,Male,Student,None,NA
14,Sagittariusdike Avenue,Phillip,Wood,5,Son,NA,Male,Student,None,NA
6,Miller Crescent,Wendy,Blake,5,Daughter,NA,Female,Student,None,NA
7,Bank Street,Danielle,Brown,5,Neice,NA,Female,Student,None,NA
10,Bank Street,Ashleigh,Sanders,5,Daughter,NA,Female,Student,None,NA
39,Bank Street,Geraldine,Baker,5,Daughter,NA,Female,Student,None,NA
41,Bank Street,Barbara,Reed,5,Daughter,NA,Female,Student,None,NA
3,Ford Oval,Alexandra,Carroll,5,Daughter,NA,Female,Student,None,NA
36,Bath Drive,Derek,Harris,5,Son,NA,Male,Student,None,NA
51,Bath Drive,Ashleigh,Morgan,5,Granddaughter,NA,Female,Student,None,NA
59,Bath Drive,Bruce,Gibbs,5,Son,NA,Male,Student,None,NA
60,Bath Drive,Mitchell,Jones,5,Son,NA,Male,Student,None,NA
7,Duffy Hollow,Antony,Hurst,5,Son,NA,Male,Student,None,NA
2,Bailey Glen,Michael,Edwards,5,Son,NA,Male,Student,None,NA
6,Bailey Glen,Karen,Bishop,5,Daughter,NA,Female,Student,None,NA
3,Severn Plain,Colin,Thomas-Conway,5,Son,NA,Male,Student,None,NA
7,McLean Street,Maurice,Chapman,5,Son,NA,Male,Student,None,NA
7,Taurus Drive,Sean,Stanley,5,Son,NA,Male,Student,None,NA
15,Taurus Drive,Karen,O'Sullivan,5,Daughter,NA,Female,Student,None,NA
1,Conifer Drive,Charlene,Smith,5,Daughter,NA,Female,Student,None,NA
3,Corporation Road,Julian,Herbert,5,Son,NA,Male,Student,None,NA
7,Corporation Road,Joe,Jones,5,Son,NA,Male,Student,None,NA
7,Corporation Road,Ross,Jones,5,Son,NA,Male,Student,None,NA
2,King Walks,Francesca,Greenwood,5,Daughter,NA,Female,Student,None,NA
14,King Walks,Diana,Dawson,5,Daughter,NA,Female,Student,None,NA
28,King Walks,Harry,Campbell,5,Son,NA,Male,Student,None,NA
14,St.Luke Locks,Rachael,White,5,Daughter,NA,Female,Student,None,NA
32,Willis Avenue,Stephanie,Griffiths,5,Daughter,NA,Female,Student,None,NA
49,Willis Avenue,William,Collins,5,Son,NA,Male,Student,None,NA
56,Willis Avenue,Danielle,Jones,5,Daughter,NA,Female,Student,None,NA
68,Willis Avenue,Alan,Cooper,5,Son,NA,Male,Student,None,NA
95,Willis Avenue,Max,Adams,5,Son,NA,Male,Student,None,NA
110,Willis Avenue,Diane,Carroll,5,Daughter,NA,Female,Student,None,NA
114,Willis Avenue,Angela,Nelson,5,Daughter,NA,Female,Student,None,NA
187,Willis Avenue,Glen,Nicholson-Grant,5,Son,NA,Male,Student,None,NA
188,Willis Avenue,Linda,Saunders-Fisher,5,Daughter,NA,Female,Student,None,NA
5,Woods Courts,Tracy,Howe,5,Daughter,NA,Female,Student,None,NA
8,Woods Courts,Marian,Cunningham,5,Granddaughter,NA,Female,Student,None,NA
13,Woods Courts,Jack,Robinson,5,Son,NA,Male,Student,None,NA
12,Taurus Garden,Lauren,Hill-Gill-Taylor,5,Daughter,NA,Female,Student,None,NA
28,Taurus Garden,Elizabeth,Hussain,5,Daughter,NA,Female,Student,None,NA
36,Taurus Garden,Kimberley,Reeves,5,Daughter,NA,Female,Student,None,NA
44,Taurus Garden,Geoffrey,Matthews,5,Son,NA,Male,Student,None,NA
26,Hunters Parkway,Jordan,Whittaker,5,Son,NA,Male,Student,None,NA
28,Bank Burg,Patrick,Hussain,5,Son,NA,Male,Student,None,NA
30,Bank Burg,Jason,Poole,5,Son,NA,Male,Student,None,NA
5,Reynolds Highway,Danielle,Hopkins-Webb,5,Daughter,NA,Female,Student,None,NA
5,ExcaliburBells Dam,Alexandra,O'Sullivan,5,Daughter,NA,Female,Student,None,NA
7,ExcaliburBells Dam,Lewis,Ashton,5,Grandson,NA,Male,Student,None,NA
1,Marsh Hold,Anthony,Smith,5,Son,NA,Male,Student,None,NA
1,Beech Villa,Brenda,Brown-King,5,Daughter,NA,Female,Student,None,NA
1,Rhubarb Drive,Kirsty,Hall,6,Daughter,NA,Female,Student,None,NA
4,Rhubarb Drive,Gemma,Hill-Gardner,6,Daughter,NA,Female,Student,None,NA
11,Rhubarb Drive,Charlene,Cartwright,6,Daughter,NA,Female,Student,None,NA
25,Rhubarb Drive,Mohamed,Morris,6,Grandson,NA,Male,Student,None,NA
26,Rhubarb Drive,Jake,Kirk,6,Son,NA,Male,Student,None,NA
9,Wallis Rapids,Lucy,Moore,6,Daughter,NA,Female,Student,None,NA
9,Wallis Rapids,Sylvia,Moore,6,Daughter,NA,Female,Student,None,NA
12,Wallis Rapids,Christine,Walsh,6,Daughter,NA,Female,Student,None,NA
15,Wallis Rapids,Malcolm,Walker,6,Son,NA,Male,Student,None,NA
29,Wallis Rapids,John,Davies,6,Son,NA,Male,Student,None,NA
38,Wallis Rapids,Albert,Stevenson,6,Son,NA,Male,Student,None,NA
51,Wallis Rapids,Luke,Holmes,6,Son,NA,Male,Student,None,NA
75,Wallis Rapids,Jennifer,Rice,6,Daughter,NA,Female,Student,None,NA
79,Wallis Rapids,Glenn,Burton-Gordon,6,Grandson,NA,Male,Student,None,NA
81,Wallis Rapids,Alex,Lane,6,Son,NA,Male,Student,None,NA
3,West Lane,Denise,Williams,6,Daughter,NA,Female,Student,None,NA
7,West Lane,Callum,Pearson,6,Grandson,NA,Male,Student,None,NA
11,West Lane,Brenda,Burton,6,Daughter,NA,Female,Student,None,NA
11,West Lane,Jade,Burton,6,Daughter,NA,Female,Student,None,NA
11,West Lane,Holly,Burton,6,Daughter,NA,Female,Student,None,NA
15,Testamentrigg Road,Damien,Hayes,6,Son,NA,Male,Student,None,NA
23,Testamentrigg Road,Rhys,Wilkinson,6,Son,NA,Male,Student,None,NA
18,Pisces Road,Keith,Davis,6,Son,NA,Male,Student,None,NA
